sqrt_s_GeV,0340_xsec_pb,anomaly_zone
200.0,100.0,False
213.81381381381382,100.0,False
227.62762762762762,100.0,False
241.44144144144144,100.0,False
255.25525525525526,100.0,False
269.0690690690691,100.0,False
282.8828828828829,100.0,False
296.6966966966967,100.0,False
310.5105105105105,100.0,False
324.3243243243243,100.0,False
338.1381381381382,100.0,False
351.95195195195197,100.0,False
365.76576576576576,100.0,False
379.57957957957956,100.0,False
393.3933933933934,100.0,False
407.2072072072072,100.0,False
421.02102102102106,100.0,False
434.83483483483485,100.0,False
448.64864864864865,100.0,False
462.4624624624625,100.0,False
476.2762762762763,100.0,False
490.0900900900901,100.0,False
503.90390390390394,100.0,False
517.7177177177177,100.0,False
531.5315315315315,100.0,False
545.3453453453453,100.0,False
559.1591591591591,100.0,False
572.9729729729729,100.0,False
586.7867867867868,100.0,False
600.6006006006006,100.0,False
614.4144144144144,100.0,False
628.2282282282283,100.0,False
642.0420420420421,100.0,False
655.8558558558559,100.0,False
669.6696696696697,100.0,False
683.4834834834835,100.0,False
697.2972972972973,100.0,False
711.1111111111111,100.0,False
724.924924924925,100.0,False
738.7387387387388,100.0,False
752.5525525525526,100.0,False
766.3663663663664,100.0,False
780.1801801801802,100.0,False
793.993993993994,100.0,False
807.8078078078079,100.0,False
821.6216216216217,100.0,False
835.4354354354355,100.0,False
849.2492492492493,100.0,False
863.063063063063,100.0,False
876.8768768768768,100.0,False
890.6906906906908,100.0,False
904.5045045045046,100.0,False
918.3183183183183,100.0,False
932.1321321321321,100.0,False
945.9459459459459,100.0,False
959.7597597597597,100.0,False
973.5735735735736,100.0,False
987.3873873873874,100.0,False
1001.2012012012012,100.0,False
1015.015015015015,100.0,False
1028.8288288288288,100.0,False
1042.6426426426426,100.0,False
1056.4564564564566,100.0,False
1070.2702702702704,100.0,False
1084.0840840840842,100.0,False
1097.897897897898,100.0,False
1111.7117117117118,100.0,False
1125.5255255255256,100.0,False
1139.3393393393394,100.0,False
1153.1531531531532,100.0,False
1166.966966966967,100.0,False
1180.7807807807808,100.0,False
1194.5945945945946,100.0,False
1208.4084084084084,100.0,False
1222.2222222222222,100.0,False
1236.036036036036,100.0,False
1249.84984984985,100.0,False
1263.6636636636638,100.0,False
1277.4774774774776,100.0,False
1291.2912912912914,100.0,False
1305.1051051051052,100.0,False
1318.918918918919,100.0,False
1332.7327327327328,100.0,False
1346.5465465465466,100.0,False
1360.3603603603603,100.0,False
1374.1741741741741,100.0,False
1387.987987987988,100.0,False
1401.8018018018017,100.0,False
1415.6156156156158,100.0,False
1429.4294294294295,100.0,False
1443.2432432432433,100.0,False
1457.0570570570571,100.0,False
1470.870870870871,100.0,False
1484.6846846846847,100.0,False
1498.4984984984985,100.0,False
1512.3123123123123,100.0,False
1526.126126126126,100.0,False
1539.93993993994,100.0,False
1553.7537537537537,100.0,False
1567.5675675675677,100.0,False
1581.3813813813815,100.0,False
1595.1951951951953,100.0,False
1609.009009009009,100.0,False
1622.822822822823,100.0,False
1636.6366366366367,100.0,False
1650.4504504504505,100.0,False
1664.2642642642643,100.0,False
1678.078078078078,100.0,False
1691.8918918918919,100.0,False
1705.7057057057057,100.0,False
1719.5195195195195,100.0,False
1733.3333333333335,100.0,False
1747.1471471471473,100.0,False
1760.960960960961,100.0,False
1774.7747747747749,100.0,False
1788.5885885885887,100.0,False
1802.4024024024025,100.0,False
1816.2162162162163,100.0,False
1830.03003003003,100.0,False
1843.8438438438438,100.0,False
1857.6576576576576,100.0,False
1871.4714714714714,100.0,False
1885.2852852852852,100.0,False
1899.0990990990992,100.0,False
1912.912912912913,100.0,False
1926.7267267267268,100.0,False
1940.5405405405406,100.0,False
1954.3543543543544,100.0,False
1968.1681681681682,100.0,False
1981.981981981982,100.0,False
1995.7957957957958,100.0,False
2009.6096096096096,100.0,False
2023.4234234234234,100.0,False
2037.2372372372372,100.0,False
2051.051051051051,100.0,False
2064.864864864865,100.0,False
2078.678678678679,100.0,False
2092.4924924924926,100.0,False
2106.3063063063064,100.0,False
2120.12012012012,100.0,False
2133.933933933934,100.0,False
2147.747747747748,100.0,False
2161.5615615615616,100.0,False
2175.3753753753754,100.0,False
2189.189189189189,100.0,False
2203.003003003003,100.0,False
2216.8168168168168,100.0,False
2230.6306306306305,100.0,False
2244.4444444444443,100.0,False
2258.258258258258,100.0,False
2272.072072072072,100.0,False
2285.8858858858857,100.0,False
2299.6996996997,100.0,False
2313.5135135135138,100.0,False
2327.3273273273276,100.0,False
2341.1411411411414,100.0,False
2354.954954954955,100.0,False
2368.768768768769,100.0,False
2382.5825825825827,100.0,False
2396.3963963963965,100.0,False
2410.2102102102103,100.0,False
2424.024024024024,100.0,False
2437.837837837838,100.0,False
2451.6516516516517,100.0,False
2465.4654654654655,100.0,False
2479.2792792792793,100.0,False
2493.093093093093,100.0,False
2506.906906906907,100.0,False
2520.7207207207207,100.0,False
2534.5345345345345,100.0,False
2548.3483483483483,100.0,False
2562.162162162162,100.0,False
2575.975975975976,100.0,False
2589.7897897897897,100.0,False
2603.6036036036035,100.0,False
2617.4174174174177,100.0,False
2631.2312312312315,100.0,False
2645.0450450450453,100.0,False
2658.858858858859,100.0,False
2672.672672672673,100.0,False
2686.4864864864867,100.0,False
2700.3003003003005,100.0,False
2714.1141141141143,100.0,False
2727.927927927928,100.0,False
2741.741741741742,100.0,False
2755.5555555555557,100.0,False
2769.3693693693695,100.0,False
2783.1831831831832,100.0,False
2796.996996996997,100.0,False
2810.810810810811,100.0,False
2824.6246246246246,100.0,False
2838.4384384384384,100.0,False
2852.252252252252,100.0,False
2866.066066066066,100.0,False
2879.87987987988,100.0,False
2893.6936936936936,100.0,False
2907.5075075075074,100.0,False
2921.321321321321,100.0,False
2935.1351351351354,100.0,False
2948.9489489489492,100.0,False
2962.762762762763,100.0,False
2976.576576576577,100.0,False
2990.3903903903906,100.0,False
3004.2042042042044,100.0,False
3018.018018018018,100.0,False
3031.831831831832,100.0,False
3045.645645645646,100.0,False
3059.4594594594596,100.0,False
3073.2732732732734,100.0,False
3087.087087087087,100.0,False
3100.900900900901,100.0,False
3114.714714714715,100.0,False
3128.5285285285286,100.0,False
3142.3423423423424,100.0,False
3156.156156156156,100.0,False
3169.96996996997,100.0,False
3183.7837837837837,100.0,False
3197.5975975975975,100.0,False
3211.4114114114113,100.0,False
3225.225225225225,100.0,False
3239.039039039039,100.0,False
3252.8528528528527,100.0,False
3266.666666666667,100.0,False
3280.4804804804808,100.0,False
3294.2942942942946,100.0,False
3308.1081081081084,100.0,False
3321.921921921922,100.0,False
3335.735735735736,100.0,False
3349.5495495495497,100.0,False
3363.3633633633635,100.0,False
3377.1771771771773,100.0,False
3390.990990990991,100.0,False
3404.804804804805,100.0,False
3418.6186186186187,100.0,False
3432.4324324324325,100.0,False
3446.2462462462463,100.0,False
3460.06006006006,100.0,False
3473.873873873874,100.0,False
3487.6876876876877,100.0,False
3501.5015015015015,100.0,False
3515.3153153153153,100.0,False
3529.129129129129,100.0,False
3542.942942942943,100.0,False
3556.7567567567567,100.0,False
3570.5705705705705,100.0,False
3584.3843843843847,100.0,False
3598.1981981981985,100.0,False
3612.0120120120123,100.0,False
3625.825825825826,100.0,False
3639.63963963964,100.0,False
3653.4534534534537,100.0,False
3667.2672672672675,100.0,False
3681.0810810810813,100.0,False
3694.894894894895,100.0,False
3708.708708708709,100.0,False
3722.5225225225226,100.0,False
3736.3363363363364,100.0,False
3750.1501501501502,100.0,False
3763.963963963964,100.0,False
3777.777777777778,100.0,False
3791.5915915915916,100.0,False
3805.4054054054054,100.0,False
3819.219219219219,100.0,False
3833.033033033033,100.0,False
3846.846846846847,100.0,False
3860.6606606606606,100.0,False
3874.4744744744744,100.0,False
3888.288288288288,100.0,False
3902.1021021021024,100.0,False
3915.9159159159162,100.0,False
3929.72972972973,100.0,False
3943.543543543544,100.0,False
3957.3573573573576,100.0,False
3971.1711711711714,100.0,False
3984.984984984985,100.0,False
3998.798798798799,100.0,False
4012.612612612613,100.0,False
4026.4264264264266,100.0,False
4040.2402402402404,100.0,False
4054.054054054054,100.0,False
4067.867867867868,100.0,False
4081.6816816816818,100.0,False
4095.4954954954956,100.0,False
4109.309309309309,100.0,False
4123.123123123123,100.0,False
4136.936936936937,100.0,False
4150.750750750751,100.0,False
4164.5645645645645,100.0,False
4178.378378378378,100.0,False
4192.192192192192,100.0,False
4206.006006006006,100.0,False
4219.819819819821,100.0,False
4233.6336336336335,100.0,False
4247.447447447448,100.0,False
4261.261261261261,100.0,False
4275.075075075076,100.0,False
4288.888888888889,100.0,False
4302.7027027027025,100.0,False
4316.516516516516,100.0,False
4330.33033033033,100.0,False
4344.144144144144,100.0,False
4357.957957957958,100.0,False
4371.7717717717715,100.0,False
4385.585585585586,100.0,False
4399.3993993994,100.0,False
4413.213213213214,100.0,False
4427.0270270270275,100.0,False
4440.840840840841,100.0,False
4454.654654654655,100.0,False
4468.468468468469,100.0,False
4482.282282282283,100.0,False
4496.0960960960965,100.0,False
4509.90990990991,100.0,False
4523.723723723724,100.0,False
4537.537537537538,100.0,False
4551.351351351352,100.0,False
4565.1651651651655,100.0,False
4578.978978978979,100.0,False
4592.792792792793,100.0,False
4606.606606606607,100.0,False
4620.420420420421,100.0,False
4634.2342342342345,100.0,False
4648.048048048048,100.0,False
4661.861861861862,100.0,False
4675.675675675676,100.0,False
4689.48948948949,100.0,False
4703.303303303303,100.0,False
4717.117117117117,100.0,False
4730.930930930931,100.0,False
4744.744744744745,100.0,False
4758.558558558559,100.0,False
4772.372372372372,100.0,False
4786.186186186186,100.0,False
4800.0,100.0,False
4813.813813813814,100.0,False
4827.627627627628,100.0,False
4841.441441441441,100.0,False
4855.255255255255,100.0,False
4869.069069069069,100.0,False
4882.882882882883,100.0,False
4896.696696696697,100.0,False
4910.51051051051,100.0,False
4924.324324324324,100.0,False
4938.138138138138,100.0,False
4951.951951951952,100.0,False
4965.7657657657655,100.0,False
4979.579579579579,100.0,False
4993.393393393393,100.0,False
5007.207207207207,100.0,False
5021.021021021021,100.0,False
5034.834834834835,100.0,False
5048.648648648649,100.0,False
5062.462462462463,100.0,False
5076.276276276277,100.0,False
5090.090090090091,100.0,False
5103.903903903904,100.0,False
5117.717717717718,100.0,False
5131.531531531532,100.0,False
5145.345345345346,100.0,False
5159.15915915916,100.0,False
5172.972972972973,100.0,False
5186.786786786787,100.0,False
5200.600600600601,100.0,False
5214.414414414415,100.0,False
5228.2282282282285,100.0,False
5242.042042042042,100.0,False
5255.855855855856,100.0,False
5269.66966966967,100.0,False
5283.483483483484,100.0,False
5297.2972972972975,100.0,False
5311.111111111111,100.0,False
5324.924924924925,100.0,False
5338.738738738739,100.0,False
5352.552552552553,100.0,False
5366.3663663663665,100.0,False
5380.18018018018,100.0,False
5393.993993993994,100.0,False
5407.807807807808,100.0,False
5421.621621621622,100.0,False
5435.4354354354355,100.0,False
5449.249249249249,100.0,False
5463.063063063063,100.0,False
5476.876876876877,100.0,False
5490.690690690691,100.0,False
5504.504504504504,100.0,False
5518.318318318318,100.0,False
5532.132132132132,100.0,False
5545.945945945946,100.0,False
5559.75975975976,100.0,False
5573.573573573573,100.0,False
5587.387387387387,100.0,False
5601.201201201201,100.0,False
5615.015015015015,100.0,False
5628.828828828829,100.0,False
5642.642642642642,100.0,False
5656.456456456456,100.0,False
5670.270270270271,100.0,False
5684.084084084085,100.0,False
5697.8978978978985,100.0,False
5711.711711711712,100.0,False
5725.525525525526,100.0,False
5739.33933933934,100.0,False
5753.153153153154,100.0,False
5766.966966966967,100.0,False
5780.780780780781,100.0,False
5794.594594594595,100.0,False
5808.408408408409,100.0,False
5822.222222222223,100.0,False
5836.036036036036,100.0,False
5849.84984984985,100.0,False
5863.663663663664,100.0,False
5877.477477477478,100.0,False
5891.291291291292,100.0,False
5905.105105105105,100.0,False
5918.918918918919,100.0,False
5932.732732732733,100.0,False
5946.546546546547,100.0,False
5960.360360360361,100.0,False
5974.174174174174,100.0,False
5987.987987987988,100.0,False
6001.801801801802,100.0,False
6015.615615615616,100.0,False
6029.42942942943,100.0,False
6043.243243243243,100.0,False
6057.057057057057,100.0,False
6070.870870870871,100.0,False
6084.684684684685,100.0,False
6098.4984984984985,100.0,False
6112.312312312312,100.0,False
6126.126126126126,100.0,False
6139.93993993994,100.0,False
6153.753753753754,100.0,False
6167.5675675675675,100.0,False
6181.381381381381,100.0,False
6195.195195195195,100.0,False
6209.009009009009,100.0,False
6222.822822822823,100.0,False
6236.6366366366365,100.0,False
6250.45045045045,100.0,False
6264.264264264264,100.0,False
6278.078078078078,100.0,False
6291.891891891892,100.0,False
6305.705705705705,100.0,False
6319.51951951952,100.0,False
6333.333333333334,100.0,False
6347.147147147148,100.0,False
6360.9609609609615,100.0,False
6374.774774774775,100.0,False
6388.588588588589,100.0,False
6402.402402402403,100.0,False
6416.216216216217,100.0,False
6430.0300300300305,100.0,False
6443.843843843844,100.0,False
6457.657657657658,100.0,False
6471.471471471472,100.0,False
6485.285285285286,100.0,False
6499.0990990990995,100.0,False
6512.912912912913,100.0,False
6526.726726726727,100.0,False
6540.540540540541,100.0,False
6554.354354354355,100.0,False
6568.168168168168,100.0,False
6581.981981981982,100.0,False
6595.795795795796,100.0,False
6609.60960960961,100.0,False
6623.423423423424,100.0,False
6637.237237237237,100.0,False
6651.051051051051,100.0,False
6664.864864864865,100.0,False
6678.678678678679,100.0,False
6692.492492492493,100.0,False
6706.306306306306,100.0,False
6720.12012012012,100.0,False
6733.933933933934,100.0,False
6747.747747747748,100.0,False
6761.561561561562,100.0,False
6775.375375375375,100.0,False
6789.189189189189,100.0,False
6803.003003003003,100.0,False
6816.816816816817,100.0,False
6830.630630630631,100.0,False
6844.444444444444,100.0,False
6858.258258258258,100.0,False
6872.072072072072,100.0,False
6885.885885885886,100.0,False
6899.6996996996995,100.0,False
6913.513513513513,100.0,False
6927.327327327327,100.0,False
6941.141141141141,100.0,False
6954.954954954956,100.0,False
6968.768768768769,100.0,False
6982.582582582583,100.0,False
6996.396396396397,100.0,False
7010.210210210211,100.0,False
7024.024024024025,100.0,False
7037.837837837838,100.0,False
7051.651651651652,100.0,False
7065.465465465466,100.0,False
7079.27927927928,100.0,False
7093.093093093094,100.0,False
