sqrt_s_GeV,0340_xsec_pb,anomaly_zone
7106.906906906907,100.0,False
7120.720720720721,100.0,False
7134.534534534535,100.0,False
7148.348348348349,100.0,False
7162.1621621621625,100.0,False
7175.975975975976,100.0,False
7189.78978978979,100.0,False
7203.603603603604,100.0,False
7217.417417417418,100.0,False
7231.2312312312315,100.0,False
7245.045045045045,100.0,False
7258.858858858859,100.0,False
7272.672672672673,100.0,False
7286.486486486487,100.0,False
7300.3003003003005,100.0,False
7314.114114114114,100.0,False
7327.927927927928,100.0,False
7341.741741741742,100.0,False
7355.555555555556,100.0,False
7369.369369369369,100.0,False
7383.183183183183,100.0,False
7396.996996996997,100.0,False
7410.810810810811,100.0,False
7424.624624624625,100.0,False
7438.438438438438,100.0,False
7452.252252252252,100.0,False
7466.066066066066,100.0,False
7479.87987987988,100.0,False
7493.693693693694,100.0,False
7507.507507507507,100.0,False
7521.321321321321,100.0,False
7535.135135135135,100.0,False
7548.948948948949,100.0,False
7562.762762762763,100.0,False
7576.576576576576,100.0,False
7590.39039039039,100.0,False
7604.204204204205,100.0,False
7618.018018018019,100.0,False
7631.8318318318325,100.0,False
7645.645645645646,100.0,False
7659.45945945946,100.0,False
7673.273273273274,100.0,False
7687.087087087088,100.0,False
7700.900900900901,100.0,False
7714.714714714715,100.0,False
7728.528528528529,100.0,False
7742.342342342343,100.0,False
7756.156156156157,100.0,False
7769.96996996997,100.0,False
7783.783783783784,100.0,False
7797.597597597598,100.0,False
7811.411411411412,100.0,False
7825.225225225226,100.0,False
7839.039039039039,100.0,False
7852.852852852853,100.0,False
7866.666666666667,100.0,False
7880.480480480481,100.0,False
7894.294294294295,100.0,False
7908.108108108108,100.0,False
7921.921921921922,100.0,False
7935.735735735736,100.0,False
7949.54954954955,100.0,False
7963.3633633633635,100.0,False
7977.177177177177,100.0,False
7990.990990990991,100.0,False
8004.804804804805,100.0,False
8018.618618618619,100.0,False
8032.4324324324325,100.0,False
8046.246246246246,100.0,False
8060.06006006006,100.0,False
8073.873873873874,100.0,False
8087.687687687688,100.0,False
8101.5015015015015,100.0,False
8115.315315315315,100.0,False
8129.129129129129,100.0,False
8142.942942942943,100.0,False
8156.756756756757,100.0,False
8170.57057057057,100.0,False
8184.384384384384,100.0,False
8198.198198198199,100.0,False
8212.012012012012,100.0,False
8225.825825825825,100.0,False
8239.639639639641,100.0,False
8253.453453453454,100.0,False
8267.267267267267,100.0,False
8281.081081081082,100.0,False
8294.894894894896,100.0,False
8308.70870870871,100.0,False
8322.522522522522,100.0,False
8336.336336336337,100.0,False
8350.150150150152,100.0,False
8363.963963963964,100.0,False
8377.777777777777,100.0,False
8391.591591591592,100.0,False
8405.405405405405,100.0,False
8419.21921921922,100.0,False
8433.033033033033,100.0,False
8446.846846846847,100.0,False
8460.66066066066,100.0,False
8474.474474474475,100.0,False
8488.288288288288,100.0,False
8502.102102102102,100.0,False
8515.915915915915,100.0,False
8529.72972972973,100.0,False
8543.543543543543,100.0,False
8557.357357357358,100.0,False
8571.171171171172,100.0,False
8584.984984984985,100.0,False
8598.7987987988,100.0,False
8612.612612612613,100.0,False
8626.426426426427,100.0,False
8640.24024024024,100.0,False
8654.054054054055,100.0,False
8667.867867867868,100.0,False
8681.681681681683,100.0,False
8695.495495495496,100.0,False
8709.30930930931,100.0,False
8723.123123123123,100.0,False
8736.936936936938,100.0,False
8750.75075075075,100.0,False
8764.564564564565,100.0,False
8778.378378378378,100.0,False
8792.192192192193,100.0,False
8806.006006006006,100.0,False
8819.81981981982,100.0,False
8833.633633633634,100.0,False
8847.447447447448,100.0,False
8861.261261261261,100.0,False
8875.075075075076,100.0,False
8888.888888888889,100.0,False
8902.702702702703,100.0,False
8916.516516516516,100.0,False
8930.330330330331,100.0,False
8944.144144144144,100.0,False
8957.957957957959,100.0,False
8971.771771771771,100.0,False
8985.585585585586,100.0,False
8999.399399399399,100.0,False
9013.213213213214,100.0,False
9027.027027027027,100.0,False
9040.840840840841,100.0,False
9054.654654654654,100.0,False
9068.468468468469,100.0,False
9082.282282282282,100.0,False
9096.096096096097,100.0,False
9109.90990990991,100.0,False
9123.723723723724,100.0,False
9137.537537537537,100.0,False
9151.351351351352,100.0,False
9165.165165165165,100.0,False
9178.97897897898,100.0,False
9192.792792792792,100.0,False
9206.606606606607,100.0,False
9220.420420420422,100.0,False
9234.234234234234,100.0,False
9248.04804804805,100.0,False
9261.861861861862,100.0,False
9275.675675675677,100.0,False
9289.48948948949,100.0,False
9303.303303303304,100.0,False
9317.117117117117,100.0,False
9330.930930930932,100.0,False
9344.744744744745,100.0,False
9358.55855855856,100.0,False
9372.372372372372,100.0,False
9386.186186186187,100.0,False
9400.0,100.0,False
9413.813813813815,100.0,False
9427.627627627628,100.0,False
9441.441441441442,100.0,False
9455.255255255255,100.0,False
9469.06906906907,100.0,False
9482.882882882883,100.0,False
9496.696696696697,100.0,False
9510.51051051051,100.0,False
9524.324324324325,100.0,False
9538.138138138138,100.0,False
9551.951951951953,100.0,False
9565.765765765766,100.0,False
9579.57957957958,100.0,False
9593.393393393393,100.0,False
9607.207207207208,100.0,False
9621.02102102102,100.0,False
9634.834834834835,100.0,False
9648.648648648648,100.0,False
9662.462462462463,100.0,False
9676.276276276276,100.0,False
9690.09009009009,100.0,False
9703.903903903903,100.0,False
9717.717717717718,100.0,False
9731.531531531531,100.0,False
9745.345345345346,100.0,False
9759.159159159159,100.0,False
9772.972972972973,100.0,False
9786.786786786786,100.0,False
9800.600600600601,100.0,False
9814.414414414414,100.0,False
9828.228228228229,100.0,False
9842.042042042041,100.0,False
9855.855855855856,100.0,False
9869.66966966967,100.0,False
9883.483483483484,100.0,False
9897.297297297298,100.0,False
9911.111111111111,100.0,False
9924.924924924926,100.0,False
9938.738738738739,100.0,False
9952.552552552554,100.0,False
9966.366366366366,100.0,False
9980.180180180181,100.0,False
9993.993993993994,100.0,False
10007.807807807809,100.0,False
10021.621621621622,100.0,False
10035.435435435436,100.0,False
10049.24924924925,100.0,False
10063.063063063064,100.0,False
10076.876876876877,100.0,False
10090.690690690692,100.0,False
10104.504504504504,100.0,False
10118.31831831832,100.0,False
10132.132132132132,100.0,False
10145.945945945947,100.0,False
10159.75975975976,100.0,False
10173.573573573574,100.0,False
10187.387387387387,100.0,False
10201.201201201202,100.0,False
10215.015015015015,100.0,False
10228.82882882883,100.0,False
10242.642642642642,100.0,False
10256.456456456457,100.0,False
10270.27027027027,100.0,False
10284.084084084085,100.0,False
10297.897897897898,100.0,False
10311.711711711712,100.0,False
10325.525525525525,100.0,False
10339.33933933934,100.0,False
10353.153153153153,100.0,False
10366.966966966967,100.0,False
10380.78078078078,100.0,False
10394.594594594595,100.0,False
10408.408408408408,100.0,False
10422.222222222223,100.0,False
10436.036036036036,100.0,False
10449.84984984985,100.0,False
10463.663663663663,100.0,False
10477.477477477478,100.0,False
10491.291291291293,100.0,False
10505.105105105105,100.0,False
10518.91891891892,100.0,False
10532.732732732733,100.0,False
10546.546546546548,100.0,False
10560.36036036036,100.0,False
10574.174174174175,100.0,False
10587.987987987988,100.0,False
10601.801801801803,100.0,False
10615.615615615616,100.0,False
10629.42942942943,100.0,False
10643.243243243243,100.0,False
10657.057057057058,100.0,False
10670.870870870871,100.0,False
10684.684684684686,100.0,False
10698.498498498499,100.0,False
10712.312312312313,100.0,False
10726.126126126126,100.0,False
10739.93993993994,100.0,False
10753.753753753754,100.0,False
10767.567567567568,100.0,False
10781.381381381381,100.0,False
10795.195195195196,100.0,False
10809.009009009009,100.0,False
10822.822822822824,100.0,False
10836.636636636636,100.0,False
10850.450450450451,100.0,False
10864.264264264264,100.0,False
10878.078078078079,100.0,False
10891.891891891892,100.0,False
10905.705705705706,100.0,False
10919.51951951952,100.0,False
10933.333333333334,100.0,False
10947.147147147147,100.0,False
10960.960960960962,100.0,False
10974.774774774774,100.0,False
10988.58858858859,100.0,False
11002.402402402402,100.0,False
11016.216216216217,100.0,False
11030.03003003003,100.0,False
11043.843843843844,100.0,False
11057.657657657657,100.0,False
11071.471471471472,100.0,False
11085.285285285285,100.0,False
11099.0990990991,100.0,False
11112.912912912912,100.0,False
11126.726726726727,100.0,False
11140.540540540542,100.0,False
11154.354354354355,100.0,False
11168.16816816817,100.0,False
11181.981981981982,100.0,False
11195.795795795797,100.0,False
11209.60960960961,100.0,False
11223.423423423425,100.0,False
11237.237237237237,100.0,False
11251.051051051052,100.0,False
11264.864864864865,100.0,False
11278.67867867868,100.0,False
11292.492492492493,100.0,False
11306.306306306307,100.0,False
11320.12012012012,100.0,False
11333.933933933935,100.0,False
11347.747747747748,100.0,False
11361.561561561562,100.0,False
11375.375375375375,100.0,False
11389.18918918919,100.0,False
11403.003003003003,100.0,False
11416.816816816818,100.0,False
11430.63063063063,100.0,False
11444.444444444445,100.0,False
11458.258258258258,100.0,False
11472.072072072073,100.0,False
11485.885885885886,100.0,False
11499.6996996997,100.0,False
11513.513513513513,100.0,False
11527.327327327328,100.0,False
11541.14114114114,100.0,False
11554.954954954956,100.0,False
11568.768768768768,100.0,False
11582.582582582583,100.0,False
11596.396396396396,100.0,False
11610.21021021021,100.0,False
11624.024024024024,100.0,False
11637.837837837838,100.0,False
11651.651651651651,100.0,False
11665.465465465466,100.0,False
11679.279279279279,100.0,False
11693.093093093094,100.0,False
11706.906906906906,100.0,False
11720.720720720721,100.0,False
11734.534534534534,100.0,False
11748.348348348349,100.0,False
11762.162162162162,100.0,False
11775.975975975976,100.0,False
11789.789789789791,100.0,False
11803.603603603604,100.0,False
11817.417417417419,100.0,False
11831.231231231232,100.0,False
11845.045045045046,100.0,False
11858.85885885886,100.0,False
11872.672672672674,100.0,False
11886.486486486487,100.0,False
11900.300300300301,100.0,False
11914.114114114114,100.0,False
11927.927927927929,100.0,False
11941.741741741742,100.0,False
11955.555555555557,100.0,False
11969.36936936937,100.0,False
11983.183183183184,100.0,False
11996.996996996997,100.0,False
12010.810810810812,100.0,False
12024.624624624625,100.0,False
12038.43843843844,100.0,False
12052.252252252252,100.0,False
12066.066066066067,100.0,False
12079.87987987988,100.0,False
12093.693693693695,100.0,False
12107.507507507507,100.0,False
12121.321321321322,100.0,False
12135.135135135135,100.0,False
12148.94894894895,100.0,False
12162.762762762763,100.0,False
12176.576576576577,100.0,False
12190.39039039039,100.0,False
12204.204204204205,100.0,False
12218.018018018018,100.0,False
12231.831831831832,100.0,False
12245.645645645645,100.0,False
12259.45945945946,100.0,False
12273.273273273273,100.0,False
12287.087087087088,100.0,False
12300.9009009009,100.0,False
12314.714714714715,100.0,False
12328.528528528528,100.0,False
12342.342342342343,100.0,False
12356.156156156156,100.0,False
12369.96996996997,100.0,False
12383.783783783783,100.0,False
12397.597597597598,100.0,False
12411.41141141141,100.0,False
12425.225225225226,100.0,False
12439.03903903904,100.0,False
12452.852852852853,100.0,False
12466.666666666668,100.0,False
12480.48048048048,100.0,False
12494.294294294295,100.0,False
12508.108108108108,100.0,False
12521.921921921923,100.0,False
12535.735735735736,100.0,False
12549.54954954955,100.0,False
12563.363363363364,100.0,False
12577.177177177178,100.0,False
12590.990990990991,100.0,False
12604.804804804806,100.0,False
12618.618618618619,100.0,False
12632.432432432433,100.0,False
12646.246246246246,100.0,False
12660.060060060061,100.0,False
12673.873873873874,100.0,False
12687.687687687689,100.0,False
12701.501501501501,100.0,False
12715.315315315316,100.0,False
12729.129129129129,100.0,False
12742.942942942944,100.0,False
12756.756756756757,100.0,False
12770.570570570571,100.0,False
12784.384384384384,100.0,False
12798.198198198199,100.0,False
12812.012012012012,100.0,False
12825.825825825827,100.0,False
12839.63963963964,100.0,False
12853.453453453454,100.0,False
12867.267267267267,100.0,False
12881.081081081082,100.0,False
12894.894894894895,100.0,False
12908.70870870871,100.0,False
12922.522522522522,100.0,False
12936.336336336337,100.0,False
12950.15015015015,100.0,False
12963.963963963964,100.0,False
12977.777777777777,100.0,False
12991.591591591592,100.0,False
13005.405405405405,100.0,False
13019.21921921922,100.0,False
13033.033033033033,100.0,False
13046.846846846847,100.0,False
13060.660660660662,100.0,False
13074.474474474475,100.0,False
13088.28828828829,100.0,False
13102.102102102102,100.0,False
13115.915915915917,100.0,False
13129.72972972973,100.0,False
13143.543543543545,100.0,False
13157.357357357358,100.0,False
13171.171171171172,100.0,False
13184.984984984985,100.0,False
13198.7987987988,100.0,False
13212.612612612613,100.0,False
13226.426426426427,100.0,False
13240.24024024024,100.0,False
13254.054054054055,100.0,False
13267.867867867868,100.0,False
13281.681681681683,100.0,False
13295.495495495496,100.0,False
13309.30930930931,100.0,False
13323.123123123123,100.0,False
13336.936936936938,100.0,False
13350.75075075075,100.0,False
13364.564564564565,100.0,False
13378.378378378378,100.0,False
13392.192192192193,100.0,False
13406.006006006006,100.0,False
13419.81981981982,100.0,False
13433.633633633634,100.0,False
13447.447447447448,100.0,False
13461.261261261261,100.0,False
13475.075075075076,100.0,False
13488.888888888889,100.0,False
13502.702702702703,100.0,False
13516.516516516516,100.0,False
13530.330330330331,100.0,False
13544.144144144144,100.0,False
13557.957957957959,100.0,False
13571.771771771771,100.0,False
13585.585585585586,100.0,False
13599.399399399399,100.0,False
13613.213213213214,100.0,False
13627.027027027027,100.0,False
13640.840840840841,100.0,False
13654.654654654654,100.0,False
13668.468468468469,100.0,False
13682.282282282282,100.0,False
13696.096096096097,100.0,False
13709.909909909911,100.0,False
13723.723723723724,100.0,False
13737.537537537539,100.0,False
13751.351351351352,100.0,False
13765.165165165166,100.0,False
13778.97897897898,100.0,False
13792.792792792794,100.0,False
13806.606606606607,100.0,False
13820.420420420422,100.0,False
13834.234234234234,100.0,False
13848.04804804805,100.0,False
13861.861861861862,100.0,False
13875.675675675677,100.0,False
13889.48948948949,100.0,False
13903.303303303304,100.0,False
13917.117117117117,100.0,False
13930.930930930932,100.0,False
13944.744744744745,100.0,False
13958.55855855856,100.0,False
13972.372372372372,100.0,False
13986.186186186187,100.0,False
14000.0,100.0,False
